loan_amount,annual_income,employment_status,credit_score,loan_purpose,gender,lender_1,lender_2,lender_3,lender_4,lender_5,lender_6,lender_7,lender_8,lender_9,lender_10,lender_11,lender_12,lender_13,lender_14,lender_15
714252,25439,salaried,593,eco,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
713231,187805,self-employed,561,emergency,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
493603,127782,salaried,569,eco,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325416,118765,student,574,emergency,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86902,59421,freelancer,647,startup,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
676138,98896,student,615,eco,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234475,181640,student,552,education,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107900,154010,salaried,547,vehicle,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148245,86940,salaried,744,vehicle,male,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
35934,176146,salaried,764,gold-backed,male,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
841584,11315,salaried,577,gold-backed,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
893292,26878,self-employed,758,business,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
721094,163397,salaried,700,startup,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
893190,45881,freelancer,746,emergency,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501537,40068,self-employed,555,vehicle,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
398001,64980,self-employed,681,business,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32170,8871,salaried,559,home,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
797314,132986,self-employed,570,gold-backed,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165792,125097,student,684,gold-backed,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
598629,32748,student,632,education,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133222,53963,freelancer,589,gold-backed,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
692383,100485,student,653,emergency,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
238923,105459,student,686,emergency,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186978,5575,salaried,737,gold-backed,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
598317,135410,freelancer,666,education,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603088,104775,salaried,755,vehicle,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
776747,43743,student,722,emergency,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
436116,160530,salaried,800,emergency,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
875186,102026,freelancer,579,home,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
973193,46806,self-employed,525,eco,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
469618,20700,salaried,515,business,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
384077,165001,salaried,565,gold-backed,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213764,4099,salaried,602,home,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
947506,187308,freelancer,710,home,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
858987,105391,freelancer,608,home,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
415233,20687,salaried,615,education,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154063,91184,student,724,education,male,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
885449,95023,student,542,home,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
743672,112472,freelancer,695,education,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
420223,13175,freelancer,513,business,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
956636,168644,student,563,education,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
970329,22191,salaried,775,emergency,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50256,144264,self-employed,628,startup,female,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
50164,163192,freelancer,579,business,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211309,65036,salaried,645,gold-backed,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
761377,133534,student,730,education,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89288,180566,freelancer,795,education,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
434111,9246,student,689,startup,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
380937,97681,salaried,501,education,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
496388,197462,self-employed,753,business,male,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
347608,55408,salaried,626,business,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
488831,189026,self-employed,613,business,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
466868,157638,freelancer,592,emergency,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92749,74639,self-employed,652,eco,female,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
208890,17504,freelancer,530,vehicle,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
753814,17358,student,548,vehicle,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
451460,112843,salaried,778,home,female,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
353080,86721,freelancer,638,vehicle,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
613317,174634,freelancer,558,gold-backed,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
821208,88446,salaried,587,education,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
930127,140166,self-employed,657,vehicle,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
547072,186971,freelancer,657,gold-backed,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
529652,22110,salaried,539,education,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
427118,153618,salaried,503,education,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
577680,154182,self-employed,533,business,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
663828,89235,freelancer,614,gold-backed,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54753,46319,student,716,business,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
730797,113740,salaried,772,emergency,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
298758,87076,salaried,622,education,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209523,167362,freelancer,722,emergency,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209681,58263,self-employed,622,home,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40371,61565,student,551,education,male,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
631360,34432,salaried,765,startup,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
545543,28783,salaried,663,home,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53909,79439,salaried,708,home,male,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
83941,14733,salaried,728,eco,female,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
743531,126324,freelancer,593,gold-backed,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
671935,5887,salaried,591,business,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
543645,140380,self-employed,732,startup,female,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
96533,15580,student,713,gold-backed,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
884827,19522,salaried,707,business,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
787804,197323,salaried,616,business,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
689861,45959,student,781,vehicle,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
763455,75930,salaried,689,business,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117855,92348,student,779,vehicle,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
831923,33526,salaried,640,business,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
637957,73989,self-employed,798,eco,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82081,13651,salaried,657,gold-backed,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330982,174180,self-employed,793,home,male,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
31714,100821,freelancer,506,emergency,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
763556,125424,self-employed,623,emergency,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
568027,24136,freelancer,683,education,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
482682,124604,salaried,625,home,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
521040,119345,self-employed,748,gold-backed,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
638893,42870,freelancer,507,eco,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
900785,93429,salaried,702,emergency,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
357907,133640,salaried,530,business,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
291014,13849,self-employed,569,education,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
353812,23850,salaried,720,vehicle,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
589827,163911,salaried,668,gold-backed,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
816348,116180,salaried,626,education,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
722995,30940,self-employed,519,education,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
272135,195210,salaried,761,startup,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
653838,171882,student,724,business,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
693396,123211,self-employed,525,gold-backed,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
700271,14592,student,756,gold-backed,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263277,67353,student,602,education,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43314,1654,self-employed,500,home,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
892900,64788,student,590,gold-backed,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219607,158807,salaried,780,home,female,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
374337,80477,self-employed,755,home,female,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
233029,22286,salaried,697,emergency,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
560728,49470,salaried,720,home,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
476298,31902,freelancer,610,eco,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73821,77900,student,615,eco,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
568822,116549,student,612,startup,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
822865,121338,student,795,education,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2271,12972,salaried,799,emergency,male,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
499049,110960,student,546,eco,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
626408,89725,freelancer,753,business,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
619531,5548,student,743,gold-backed,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
920670,76658,salaried,675,education,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
951526,54511,student,573,home,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
407494,136046,salaried,754,home,female,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
92918,74383,self-employed,612,gold-backed,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
642529,142336,salaried,728,startup,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190132,129384,student,660,startup,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75390,153053,salaried,747,business,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89907,194961,self-employed,708,emergency,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152360,76997,freelancer,739,startup,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
899499,104778,freelancer,717,gold-backed,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
356645,134827,salaried,780,eco,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
458948,171664,salaried,562,business,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
707269,77659,student,568,emergency,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78150,193679,salaried,673,gold-backed,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
339167,130209,self-employed,511,gold-backed,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
531754,179460,student,600,emergency,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
539267,56755,salaried,722,gold-backed,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
458551,164447,salaried,661,emergency,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44148,198399,freelancer,767,startup,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
687387,118096,student,768,business,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193834,173444,self-employed,521,emergency,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
806491,106145,self-employed,714,emergency,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
537127,158069,freelancer,692,gold-backed,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
403975,161948,salaried,727,education,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
960963,173772,student,796,home,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
792493,2385,salaried,716,eco,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
750195,11435,student,725,education,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
391403,74134,student,665,vehicle,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
553295,59388,student,542,startup,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
629755,178203,salaried,755,gold-backed,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
958093,130011,salaried,584,education,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
986082,66248,self-employed,596,education,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
898866,83063,student,722,startup,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
821231,69702,student,520,vehicle,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
723739,25332,self-employed,584,education,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
535403,131250,self-employed,509,emergency,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
758147,143359,student,688,emergency,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16430,121392,student,652,business,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
729848,184372,freelancer,572,education,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
558825,76378,student,707,gold-backed,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
905772,812,salaried,562,home,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
361559,167535,salaried,664,vehicle,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
505819,65782,student,661,vehicle,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
538014,23536,salaried,743,vehicle,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
488267,183749,student,649,home,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
870076,173646,salaried,786,vehicle,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212314,75112,salaried,557,business,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
599176,60038,self-employed,736,gold-backed,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
754580,14859,self-employed,792,business,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
874477,30942,self-employed,508,vehicle,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
572061,59894,self-employed,691,startup,male,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
291448,63546,salaried,732,startup,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135833,21555,self-employed,538,startup,female,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910112,158391,self-employed,661,business,male,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
602576,111303,salaried,577,eco,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133890,174376,student,651,eco,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
305704,21055,self-employed,709,gold-backed,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123221,13593,self-employed,600,emergency,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
788952,166674,self-employed,694,startup,male,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
17313,9455,self-employed,516,vehicle,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154403,64369,self-employed,783,eco,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
841810,59655,self-employed,778,vehicle,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
907741,109807,self-employed,500,education,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
354903,67075,freelancer,545,home,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36017,24848,student,703,startup,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98241,97443,self-employed,576,eco,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
862433,194537,salaried,535,education,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
952798,195870,student,522,startup,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
629980,61464,student,730,vehicle,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
848035,126541,salaried,570,gold-backed,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
406051,183913,student,595,emergency,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
742150,167218,freelancer,717,gold-backed,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
276578,95767,salaried,591,home,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
382466,187125,freelancer,642,home,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
758235,150588,student,519,emergency,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
378818,192051,student,709,gold-backed,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56690,168450,salaried,712,home,female,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
202679,186615,freelancer,597,home,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207276,138204,student,636,startup,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
624556,189358,self-employed,781,education,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171483,71369,student,675,vehicle,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
989304,128292,student,714,vehicle,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
768716,95935,freelancer,701,gold-backed,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
961521,32678,freelancer,744,emergency,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
724296,29461,freelancer,607,home,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79664,89510,salaried,611,emergency,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
798088,10845,salaried,526,business,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
462906,113690,student,716,gold-backed,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
956159,120410,freelancer,738,home,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
615179,114016,self-employed,741,vehicle,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
873713,161581,self-employed,756,emergency,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
332362,103168,salaried,559,startup,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
756812,115715,salaried,562,business,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600954,142147,salaried,567,startup,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164249,90848,self-employed,657,startup,female,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
819649,40500,self-employed,683,home,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
765131,23181,salaried,514,home,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
457631,188558,student,671,education,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94139,158883,student,700,gold-backed,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
777037,88952,student,564,education,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247522,161503,student,623,vehicle,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
398134,59480,salaried,589,eco,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
216446,118949,self-employed,764,gold-backed,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44820,147568,self-employed,707,eco,male,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
783541,7045,student,527,eco,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117918,40739,freelancer,774,business,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67645,179376,salaried,724,gold-backed,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
77931,33755,salaried,781,emergency,female,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
338928,139233,self-employed,746,home,female,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
728809,84641,self-employed,505,education,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270813,123228,student,766,emergency,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
867053,116057,salaried,780,eco,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172051,105643,self-employed,740,gold-backed,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
380576,15403,self-employed,626,home,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
692977,99074,self-employed,623,home,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60519,78016,salaried,513,eco,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
335569,102609,freelancer,614,startup,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
809895,156077,freelancer,598,eco,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
753547,140546,salaried,530,education,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
469366,16823,salaried,688,startup,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
338785,156221,freelancer,701,business,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308586,159731,salaried,567,vehicle,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
580325,53632,salaried,533,business,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
482418,166724,self-employed,585,gold-backed,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
896292,42513,student,682,gold-backed,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
665353,74190,self-employed,683,business,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
799596,70995,salaried,721,business,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
371432,164305,student,657,gold-backed,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
963973,197864,freelancer,751,startup,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55484,146648,self-employed,727,business,female,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
473441,171299,salaried,562,vehicle,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
713601,198637,self-employed,579,home,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
272866,127584,student,633,startup,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
621732,115277,salaried,532,home,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
577643,99320,self-employed,584,gold-backed,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
610681,33702,student,579,gold-backed,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
647213,158168,self-employed,561,home,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
372798,34993,student,609,startup,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12630,88261,self-employed,683,home,male,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5974,121487,freelancer,665,startup,male,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
296766,99959,freelancer,703,home,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79179,188867,self-employed,647,startup,female,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
125237,85882,student,787,home,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
283372,166273,salaried,527,eco,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55394,160936,salaried,532,education,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
792371,173882,freelancer,718,education,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
911623,17612,student,734,education,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
652010,55619,self-employed,510,home,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
564590,97111,self-employed,528,vehicle,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
532877,193049,student,538,home,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
451550,170067,salaried,549,eco,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
472498,2833,self-employed,697,emergency,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142893,9558,student,541,home,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
659300,82089,freelancer,703,gold-backed,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
673617,90340,self-employed,548,business,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
552267,71740,self-employed,506,gold-backed,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242517,70086,salaried,751,startup,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
298314,194304,freelancer,800,home,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
794768,89545,freelancer,757,emergency,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
668710,50243,salaried,767,home,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484390,102400,freelancer,732,education,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
571384,121245,freelancer,554,startup,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
575190,40322,salaried,563,business,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
573477,129002,salaried,792,emergency,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122393,175523,student,622,eco,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36397,191237,freelancer,634,gold-backed,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223582,167181,self-employed,597,business,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
795392,114297,freelancer,575,eco,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
929895,107032,self-employed,692,emergency,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
643525,114354,student,774,home,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
588217,191139,salaried,671,startup,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
783756,871,student,557,business,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
